subject,sessionIndex,rep,H.period,DD.period.t,H.t,DD.t.i,H.i,DD.i.e,H.e,DD.e.five,H.five,DD.five.Shift.r,H.Shift.r,DD.Shift.r.o,H.o,DD.o.a,H.a,DD.a.n,H.n,DD.n.l,H.l,DD.l.Return,H.Return
48,2,47,86,276.3,77.8,114.5,106.4,94.2,86.9,206.4,85.7,349.2,90.8,101.9,79.7,139.4,98.4,68.6,84.5,178.9,96.8,586.9,115.5
48,2,48,101.6,260.3,80.5,108,102.9,108.7,86.3,199.2,86,359.3,83.1,116.9,83.6,131.2,105,87.6,78.1,172.5,77.8,298.9,71.5
48,2,49,82.8,264.2,81.3,98.7,110.5,118.7,78.6,213.4,82.6,368.3,88.1,129.1,77.3,125.7,104.3,77.9,65.2,160.4,88.6,417.6,71.8
48,2,50,96,250.7,83.4,120.6,114.5,109.7,106.4,220.1,76,332.7,83.4,102.7,78.9,139.1,92.4,70.5,74.7,172,92.1,260.2,93.4
48,3,1,97.9,396.6,81.3,134.9,82.6,115.9,118.7,1005.8,67.5,370.3,91,214.2,13.5,333.7,94.2,183.1,94.2,246.1,100.2,232.7,75.2
48,3,2,105.5,282.6,83.1,131.7,92.9,129.1,114.2,252.4,73.9,339.3,94.2,149.4,58.3,121.4,106,114.5,86,192.5,73.3,212.2,93.9
48,3,3,91.3,212.3,91.5,120.3,86,164.4,103.7,502.9,71.8,351.9,70.2,127.2,82,149.3,110.3,75.5,100,227.4,72,197.4,82.6
48,3,4,68.1,273.2,93.1,121.9,102.1,132.5,117.1,224.4,69.7,313.2,105.3,131.2,83.9,136.7,101.1,78.4,107.4,193.4,110,756.5,119.2
48,3,5,124.2,291.6,75.7,118.2,104.7,125.3,117.4,234.8,83.6,312.1,88.6,143,108.7,130.4,96.8,105,90.7,194.9,102.1,222.3,105.3
48,3,6,104.5,329.9,84.9,119.2,100,106.1,98.1,197.8,68.6,322.4,89.7,134.6,87.8,201.3,22.5,30.7,89.2,407.5,87.3,204.3,111.6
48,3,7,88.4,299.8,86,98.4,87.3,107.9,102.9,226.8,73.3,293.9,88.1,123,79.1,141.2,101.1,81.8,76.6,190,100,205.9,99.2
48,3,8,98.1,276.6,87.1,103,96.6,113,110.8,221.3,69.7,290,92.3,135.7,90.5,138.3,97.7,85.8,77.6,170.7,87.1,169.5,87.3
48,3,9,142.7,346.7,84.9,119,94.7,125.1,100.2,482.3,72.8,343.5,91.5,117.2,84.9,133.5,111.6,78.9,76.3,167.5,93.9,184,102.9
48,3,10,105.5,336.4,88.9,97.6,106.3,107.7,105.5,232.6,72.3,315.5,82.3,113.7,91.8,133.6,116.8,85.2,85.7,172.5,78.9,167.7,104.7
48,3,11,110.5,298.5,86.3,88.4,87.8,108.9,103.7,211.8,63.3,309.1,91.3,117.8,89.7,133.8,102.1,71.8,89.2,173.9,98.1,188.5,104.5
48,3,12,101.6,362.9,87.3,148.5,75.2,128.8,106.8,503.4,82.3,533.9,65.2,138.3,84.4,127,98.4,113.2,73.6,174.6,99.2,218.3,102.9
48,3,13,101.8,283.2,80.2,106.9,99.2,117.4,101,231.8,100.2,311.8,85.5,105.9,85.7,149.1,101,88.9,76.2,173.8,88.6,168.1,145.6
48,3,14,111.6,273.2,82,108.9,111.8,144.3,108.2,224.5,76,298.5,84.4,117.7,88.1,148.9,124,83.4,72.8,169.3,104.5,185.4,119.2
48,3,15,116.1,270,75.7,111.3,115.3,129.8,114,220.8,84.7,316.9,89.2,156.8,102.6,188.1,94.4,109,88.9,172.2,110.8,177.7,124.2
48,3,16,101,369.4,76.5,107.9,95.5,121.6,97.6,241.8,63.9,280.8,87.8,147,87.8,120.6,131.9,95.8,69.9,174.9,108.4,238.3,108.4
48,3,17,108.4,378.1,84.2,95,103.1,134,99.7,255,70.2,297.6,87.8,135.6,78.4,146.8,123,83.4,81.3,200.2,94.7,251.5,110.5
48,3,18,117.6,319.5,86,121.9,69.1,96.6,97.1,615.5,101.3,337.2,86,121.6,96,161.8,111.1,90.8,76.5,171.7,95,179.8,112.4
48,3,19,97.3,292.6,81.5,83.1,100.5,128,125,242.1,93.4,337.4,88.4,144.3,81.5,179.4,70.7,121.7,18.2,152.4,84.4,192.9,90.5
48,3,20,95,217.6,82.8,107.6,110.8,97.1,112.6,221.5,82.6,319.7,90.2,132.7,93.9,125.4,120.9,103.2,74.2,172.3,92.3,225.1,116.1
48,3,21,110.5,280.5,91,114.2,106.8,142.2,128.7,468.6,67,349,72,131.2,93.4,127.3,124.5,117.9,67.3,968.9,71,142.9,112.9
48,3,22,108.4,260,83.9,103.2,104.2,126.9,139.8,259.8,92.9,330.9,87.8,119.8,83.6,159.9,119,91,86.6,169.9,120,234.3,128.7
48,3,23,106.3,377.6,83.9,127.4,119.2,135.3,121.6,260.8,92.9,364.6,89.7,165.2,91.8,133.3,116.4,109.5,94.5,193.4,94.4,193.7,122.7
48,3,24,76.2,265.5,78.4,103.2,104.5,145.9,124.5,384,85.2,380.1,76.8,165.5,88.1,126.2,125.3,107.1,101.1,179.7,105.3,199.3,121.6
48,3,25,106.6,306.2,76.8,93.7,120.8,140.6,92.1,251.4,59.9,351.7,75.5,158.1,57.3,110.9,117.7,112.4,84,188.4,88.4,232.3,97.6
48,3,26,110.8,331.7,74.9,95.8,102.6,114.5,111.3,244.5,64.4,296.8,74.9,138,92.1,137.8,129.5,112.1,83.7,172.8,99.5,203.6,103.1
48,3,27,98.9,283.7,63.9,86.9,105,129.8,97.6,247.6,72.3,315.5,78.9,116.9,78.1,149.1,105.5,91,86.8,169.6,97.9,207.8,89.7
48,3,28,105.3,290.1,70.2,91.6,100.8,135.6,115,254,89.4,372.7,87.3,164.9,63.6,175,81.5,101.3,85.5,172,87.8,173.4,106
48,3,29,93.6,271.3,82.8,103.9,87.3,154.1,107.1,264,72,879.6,80.5,207.2,88.1,185,77.8,111.9,76,184.6,82.8,215.1,95.2
48,3,30,110.3,266.1,73.3,100.5,108.4,122.9,119.5,228.9,73.6,313.4,75.7,110.3,88.4,134.9,115.8,113.2,86.5,186.7,102.4,200.9,129.8
48,3,31,101.6,272.2,79.4,104.5,112.9,134.3,114.5,238.4,60.2,333.5,82,136.1,74.4,141.7,114.8,92.4,80.7,168.5,87.8,168.7,131.9
48,3,32,107.9,383.9,87.3,128.7,113.4,119.8,105.3,204.5,62,280.9,74.9,116.4,87.6,119.6,131.6,118.7,72.8,173,88.9,221.7,86.5
48,3,33,104.7,297.7,77,98.1,103.1,114.5,93.4,228.2,78.1,306,46.7,96.1,78.4,122.5,116.8,93.9,80.2,177.8,108.9,207.7,108.7
48,3,34,96.8,285,82,90.5,118.4,140.6,99.5,235.6,68.6,293.1,65.4,134.1,71.2,1099.2,51.7,241.6,89.7,233.4,86,210.4,90.5
48,3,35,116.3,294.8,74.1,81.3,110.8,107.9,112.9,204.9,63.6,328.8,80.7,266.2,94.2,353.5,119.2,126.4,79.9,186.2,72.3,149.5,119.2
48,3,36,120.8,253.1,79.1,90.7,112.1,119.8,97.1,202.3,66.2,285.4,84.9,130.1,81,149.7,100.2,114,89.4,192,87.3,254.4,94.2
48,3,37,90.5,296.4,78.1,110,98.7,111.7,92.1,361.3,66.2,423.9,93.9,155.1,79.4,120.4,121.9,144.9,86.8,177.8,92.3,176.6,124
48,3,38,83.9,257.4,79.1,97.9,108.9,126.9,103.4,237.9,77.8,316.5,86.5,131.4,98.7,130.4,121.1,124.9,98.7,176.5,98.9,164.2,128.5
48,3,39,99.7,241.2,82.8,105.3,107.4,137.5,80.7,209.7,65.4,309.1,84.7,162.6,107.6,114.6,120,146.2,85.5,173.3,100.5,235.9,121.6
48,3,40,86.3,246.8,87.1,116.1,112.1,131.6,94.4,210.2,75.5,321.6,88.6,166.2,112.1,132.2,119.8,167.6,76.5,171.4,98.4,339.1,99.7
48,3,41,101.3,254.7,75.5,99.3,91.5,112.4,92.1,278.5,81.8,337.9,75.7,110.3,88.4,125.4,125.6,110.3,87.4,176.8,99.2,194,116.9
48,3,42,93.6,237.8,69.7,121.9,88.1,107.1,125,222,69.4,318.5,51.2,104,87.8,128,108.2,133.6,87.6,186.2,76.5,163.7,103.9
48,3,43,82,227,92.1,110.9,103.7,133,91.3,254.5,82,330.5,78.1,126.7,78.9,123.8,135.3,117.4,103.1,182.7,89.2,189.6,116.6
48,3,44,89.4,242.8,88.9,117.9,97.1,116.1,106.3,257.1,92.3,395.4,14.5,107.4,112.1,190.8,105.8,532,73.3,229.2,65.4,192.4,91.8
48,3,45,97.6,462.8,73.6,117.7,115,109.7,90.5,635.6,79.7,372.8,81.8,160.2,87.1,121.5,120.5,126.6,80.5,191.5,90.7,614.1,127.9
48,3,46,105.3,254.8,75.7,98.9,115,131.4,110.3,253.2,69.7,385.7,78.9,146.2,71.2,125.1,118,114.8,75.5,177.6,73.3,183.2,141.9
48,3,47,101.3,341.2,79.7,107.2,94.4,124.2,81,411.9,86,343,81.3,128.3,103.7,112.5,133.3,116.9,83.2,177.3,65.4,165.5,112.4
48,3,48,94.7,268.2,78.1,101.9,100,103.7,93.4,202.3,93.6,331.8,83.9,119.5,90,124.6,112.1,123.5,80.7,159.6,93.1,162.4,150.6
48,3,49,107.6,313.8,81.8,107.9,96.6,125.4,105.3,260.6,64.1,324.2,53.6,108.8,82.6,158.9,107.2,104.8,82.6,173.1,72.8,196.4,129.5
48,3,50,84.4,277.4,82.8,94.7,113.4,132.4,90,207.9,73.1,316.6,80.7,143.6,78.9,100.6,135.9,114.8,95.8,175.7,116.3,217.7,118.4
48,4,1,77.3,351.2,84.9,124.8,67.5,127.9,84.4,437.8,55.7,371,73.4,146.2,76.5,123.8,83.1,121.7,92.9,170.4,145.3,383.1,101
48,4,2,75.7,442.2,63.9,101.9,63.9,157.5,68.3,524.8,65.7,386.7,64.1,672.8,99.2,137.5,76.8,167.8,87.1,219.2,81.5,245.2,88.9
48,4,3,71.2,319.8,69.1,115.8,67.3,98.7,84.7,269.6,62.3,359.6,75.5,135.4,66.8,118.1,94.4,99,87.8,196.7,84.9,210.9,97.1
48,4,4,69.7,296.2,57.3,94,96,118.5,84.7,278.8,71.5,414.7,82.8,148.3,71.2,147.5,63.4,79.3,79.1,207.8,80.7,408.4,86.5
48,4,5,107.9,390,73.3,155.3,72.8,112.1,102.9,230.8,67.3,330.4,77.8,133.5,72.3,132.8,99.5,98.2,71,187,87.6,317.5,104.7
48,4,6,89.4,309.5,81.5,103.2,78.1,106.9,93.6,270.5,73.9,377.8,69.4,129,71.8,161.6,101.9,85.8,89,203.4,82.8,243.3,100.5
48,4,7,84.7,404.2,88.4,130.4,79.4,158.3,90.2,322.3,92.6,581.9,62.3,141.5,80.2,165.5,86,94.8,134.8,114.4,127.5,302,110
48,4,8,105.3,300.9,68.6,117.2,39.9,60.8,86.5,238.1,73.9,327.9,87.7,155,77.6,172.1,92.1,140.4,120.6,91.8,139,278.9,111.1
48,4,9,122.1,290.3,74.1,106.8,74.7,104.5,91.5,763.9,62.3,577.9,59.1,172.8,81.3,143.1,79.7,105.6,76,562.5,100.8,232.8,64.9
48,4,10,103.7,304.8,64.6,84.4,85.2,103.7,112.6,261.1,62.3,307.1,82.6,127.7,94.4,108.5,110.3,111.4,104.7,1565.1,74.4,254.9,90.5
48,4,11,83.1,329.3,78.4,108.5,75.5,97.4,104.7,235,69.7,318.7,93.4,129.6,92.3,124,110,95.8,147,131.1,139.1,315.4,86
48,4,12,83.9,280,78.6,112.1,102.4,101.3,100.3,262.2,68.1,317.1,87.3,121.1,92.9,130.7,123.5,106.1,163.3,127.4,132.9,309.2,80.5
48,4,13,73.1,239.7,85.7,109.2,81.8,103.7,99.5,266.4,75.2,338,83.6,379,71,173.4,88.9,174.7,142.7,116,111.1,274.2,75.2
48,4,14,96.6,285.9,81.5,114.5,96,100.8,124.2,275.3,71.8,305,89.2,130.6,71.2,148.6,108.2,106.9,152.5,110.2,129.9,245.8,114
48,4,15,112.9,344.9,82,134.2,101.9,100.8,94,255.7,45.1,335.3,83.4,360,89.4,148,96.9,74.2,154.7,123.5,107.1,222.5,115.3
48,4,16,88.1,254.4,80.5,123.5,83.4,82,107.4,250.1,69.1,332.9,79.9,160.1,100.2,116.7,112.6,221.8,31.7,10,136.4,469.4,98.1
48,4,17,105.8,315.4,86,112.1,66.8,107.2,100.5,443.8,73.1,326.1,85,130.9,92.9,157.3,111.1,94.5,171,113.7,120.1,219.9,124
48,4,18,91.5,258.9,67,72.3,80.5,124.3,81,457.3,76.2,399.6,55.9,107.2,85.7,131.2,99.2,83.4,145.9,101.3,125,237,110
48,4,19,100.2,298.7,77.6,152.3,47.8,56.8,104.5,246.9,72.6,321.4,80.5,105.4,89.7,143.1,112.4,92.1,147.5,92.3,119.3,246.3,100.5
48,4,20,58.1,570.7,84.2,121.9,99.8,83.9,101.6,248.2,30.9,254.9,90.5,147,117.9,175.2,126.6,96.8,144.6,94.2,138.2,239.6,85.7
48,4,21,81.8,279.5,76,91.1,64.6,94.7,103.4,222.3,62.5,283,93.6,106.4,105.8,160.5,112.4,120.6,130.9,84.4,126.7,218.4,83.6
48,4,22,95.8,285.1,88.4,129.3,93.4,100.6,89.4,272.7,77,297.9,90.5,113,108.4,150.4,123.5,106.9,127.2,74.9,127.5,246.6,125.3
48,4,23,90.7,555.5,98.7,155.7,91,115,88.6,443,70.2,344.8,89.4,131.7,73.1,119.1,101.6,120.4,129.3,66.5,160.1,358.6,51.7
48,4,24,90.5,348.6,78.4,100.9,79.4,120,85.2,475.7,77.8,352.1,82.8,118.7,83.4,136,113.2,87.6,177.6,96.3,162.8,354.7,55.1
48,4,25,100.8,296.1,83.1,108.2,83.4,122.7,86.3,358.4,62.5,373.3,84.7,109.8,77.8,120.9,111.6,105.8,157.2,90.7,136.9,314.3,67.3
48,4,26,114.2,337.5,79.1,89.2,94.4,96.8,85.2,317.5,78.1,318.4,94,143.1,58.6,94.8,117.4,118.5,143.5,99.4,130.6,306.1,93.4
48,4,27,95.8,248.9,77.6,114,79.4,95.3,87.8,292.7,77,337.1,83.1,112.2,85.2,143.8,104.5,91.6,159.9,87.6,138,292.7,86
48,4,28,107.1,233.1,77.6,107.7,112.7,102.1,82.9,234.5,70.7,320.3,83.4,145.2,88.4,134.6,118.5,97.4,167.1,115.3,137.5,583.3,89.4
48,4,29,106.3,321.7,80.2,114.5,83.9,106.4,87.3,505.3,80.7,362.7,76,127.3,94.7,154.9,102.4,82.6,147.2,106.3,119,304.3,58.8
48,4,30,87.8,279.7,86.3,109.3,58.1,103.8,92.6,445.7,81.8,755.4,55.1,179.6,83.4,136.2,101.3,102.4,124.5,88.3,127.7,559,95.5
48,4,31,100,248.1,86.8,102.4,73.3,116.1,87.8,222.6,74.9,325,86,93.5,81.5,157.5,93.4,76.8,172.8,95.7,143.6,326,107.6
48,4,32,92.6,273.7,76.5,110.6,83.9,107.9,94.7,225.2,63.6,312.7,82,120.9,99.5,167.9,91.3,115.9,194.7,111.8,153,260.5,79.4
48,4,33,109.7,294.5,92.3,129,73.6,109.8,101.8,282.2,78.4,352.8,111.1,183.1,102.9,146.8,111.6,143.8,203.4,106.8,168.3,1070.6,119
48,4,34,114.5,259.7,91.3,120.6,101.6,113.2,123.7,236.8,78.6,340.8,96,120.6,92.3,137.8,115.9,109.8,191.6,126.9,154.9,341.8,90
48,4,35,125.8,374.9,86.8,145.9,97.6,136.4,117.4,261.9,67.5,318.4,91.3,145.2,103.7,192.4,101.1,84.5,196.3,92.6,175.7,345.2,117.4
48,4,36,126.1,320.4,75.3,66,120.4,142.6,102.9,291.4,83.9,322.9,93.6,118.4,111.8,148,122.7,110.6,193.9,110,184.4,311.1,102.4
48,4,37,123.4,484.3,97.3,121.1,116.9,115,88.2,233.8,77.8,374.3,89.7,808.7,96.3,158.4,87.1,144.7,131.9,279.3,122.7,259.5,76
48,4,38,27.7,373.6,79.7,105.8,112.7,110,115.3,227.4,53.8,277.2,92.3,132.5,82,113.7,98.4,112.2,180.1,100.7,163.8,307.4,98.4
48,4,39,96.3,245,79.7,102.4,99.7,95.2,96.8,227.6,64.4,274.2,96.6,119.9,99.7,146.7,106.3,100.5,193.1,120.8,128.5,254.7,110.8
48,4,40,106.3,256.8,82.6,79.4,120.6,116.6,115.8,224.2,70.2,290.3,90.2,121.9,114,135.7,109.5,106.6,166.8,111.6,142.2,292.4,79.9
48,4,41,122.9,375.2,83.9,108.5,99.5,109.3,119,256.1,54.1,287.3,89.4,130.3,95.8,142,114.7,115.8,179.4,131.1,155.4,314.3,73.6
48,4,42,93.4,295.6,73.6,88.9,83.1,118.2,98.4,349.7,72.8,309.4,93.6,121.9,103.1,140.4,103.2,95,168.4,104,135.1,341.5,105.3
48,4,43,100,288.7,77,88.4,99.7,114,83.6,264.2,66.2,325,82.6,124.9,106.3,132.5,103.1,116.1,184.4,109.7,172.3,367.1,100
48,4,44,91.8,230.7,79.9,102.9,105.3,99.5,100,248.5,64.4,333.5,88.2,121.5,116.1,135.7,132.4,99.2,177.8,117.1,159.1,310.9,95.5
48,4,45,98.1,279.2,70.2,87.4,105.3,106.9,101.8,307.2,70.2,342.2,88.6,744.8,85.2,253.8,89.7,172.8,61.7,405.3,111.3,292.4,82
48,4,46,97.6,219.1,81,90.5,79.9,112.4,102.1,305.9,72.6,336.2,86,120.6,124.5,147.8,101.6,93.4,158.8,103.4,122.1,261.8,133.2
48,4,47,83.9,294.3,79.4,100.5,87.1,112.2,84.9,496.8,73.6,339.5,79.1,119.8,92.9,158.1,93.7,86.8,178.9,98.4,155.4,303,113.4
48,4,48,108.4,288.4,75.2,122.2,106.9,105.8,112.2,254.3,77.8,337.9,102.1,144.4,92.6,144.1,102.4,113,182.5,116.8,154.6,349.1,91.3
48,4,49,102.9,275.3,81.5,105.3,98.1,125.8,93.1,311.4,77,333.7,81,127.3,87.8,173.6,92.3,119.5,166.7,101.5,132.4,337.5,34.9
48,4,50,58.6,284.5,70.7,113.2,106.1,95.5,77.6,479,82.8,355.8,84.9,151.4,101.8,136.4,107.9,86,182.8,109.7,152.2,385.7,103.1
48,5,1,80.7,353,78.4,110.1,80.5,119.6,97.6,270.9,64.1,354,76,124.3,61.7,102.9,104.5,114.9,68.9,153.8,101.6,286.4,58.6
48,5,2,80.7,337,64.6,108.4,66.5,89.5,89.2,254.8,55.9,306,85.2,146.7,59.9,108,81.5,94.5,89.2,149.3,126.3,290,78.9
48,5,3,122.9,342.8,75.7,101.8,73.3,124.5,91.5,302.7,50.1,333.4,78.6,129.3,62.3,131.2,118.5,80.5,90.3,196.3,76,218.6,61
48,5,4,92.3,330.6,72.3,126.7,63.6,131.7,86.5,232.3,55.9,331.1,72.3,114,72.8,170.2,49.6,73.9,140.4,126.1,114,303.8,110.3
48,5,5,76.8,296.4,69.4,126.9,103.1,166.2,103.1,261.9,74.7,343.3,89.4,148.3,76.2,132.2,86.8,117.7,136.1,91.2,121.1,301.9,70.2
48,5,6,77,281.3,59.4,102.4,68.3,122.7,78.4,261.7,53.6,315.8,63.6,122,71.5,143.9,86.3,105.1,128.8,88.6,129.6,274.5,58.6
48,5,7,99.5,584.9,84.9,142.7,63.6,137.2,110.3,896,50.7,349.1,102.6,168.3,69.9,106.7,101,108.7,111.8,76.7,118.2,302.7,100.2
48,5,8,68.1,248.4,78.1,105.6,67.8,96.8,91,241.3,68.1,318.7,85.7,128.7,77,139.1,95,106.1,127.7,82.3,130.1,274.2,61.7
48,5,9,75.7,207.8,66.8,122.7,63.3,77.6,77.6,231.1,59.9,459.2,77.8,194.7,67.3,145.7,78.1,97.9,95.5,72.8,110.3,267.9,58.3
48,5,10,74.4,308.2,62,80.2,63.1,123,87.3,214.1,46.2,317.9,78.6,141.9,73.9,145.2,101,102.1,95.5,66.2,134.3,267.6,64.4
48,5,11,71.5,286.6,70.4,100.5,63.1,106.4,103.9,221.5,64.1,309.7,76,110.6,81.8,142,95,149.1,104.5,72.3,144.3,313.8,48.6
48,5,12,70.2,229.9,71.2,97.3,70.4,103.7,72.8,205.7,65.2,301.6,85.7,124,75.2,152.6,94.4,95.8,137.5,91.5,116.9,271.1,45.9
48,5,13,73.3,256.2,78.1,104.5,57.3,109,84.2,264.3,84.4,346.6,68.3,121.6,74.4,152.6,101.4,90.8,136,92.4,116.9,293.5,38
48,5,14,90.2,271.3,73.6,120.3,60.7,119.8,95,234.8,79.4,323.1,52.8,119.3,69.4,130.4,103.9,114,146.2,87.3,113.5,291.4,16.4
48,5,15,100,284.3,83.4,124.6,74.4,110.8,85.5,285.9,67,336,87.3,159.9,63.3,183.9,86.5,134,154.1,102.3,119,291.4,25.4
48,5,16,106.8,283.2,72.3,97.1,66,124.8,106.6,268,48.3,292.3,86,113.5,68.1,155,138.3,133.8,129.9,86.3,145.7,319.4,66.5
48,5,17,66.5,296.1,71.8,87.4,62.3,128.5,78.1,472.9,52.2,322.3,84,124.1,68.3,116.9,102.9,106.7,156.2,87,133.3,307.8,45.7
48,5,18,97.3,271.3,76.2,121.6,85.7,111.6,78.4,280.7,90.5,317.4,72.3,111.4,78.1,128,117.1,122.7,144.9,85.2,140.1,309.6,44.2
48,5,19,80.2,267.1,67.8,112.7,76.8,137,74.4,242.9,74.1,310,79.4,110.5,92.3,137.5,121.4,115.6,147.2,88.6,135.1,683.5,67.3
48,5,20,92.9,283.2,67.3,104.8,65.4,114.7,85.5,223.4,54.4,303.7,84.2,110.9,73.6,170.7,118.4,115.8,111.6,64.1,133.7,276,83.4
48,5,21,78.9,228.1,72.6,125.1,52.2,90.7,77.3,247.4,68.3,317.9,85.6,111.7,68.6,141.7,101.6,99,141.1,97.3,121.6,292.9,72.6
48,5,22,73.6,254.4,58.6,119,58.6,110.8,95.5,283,60.4,331.3,73.9,137.5,66.2,143.8,107.1,97.6,127.5,93.9,116.7,278.8,82.6
48,5,23,68.9,270.3,74.4,103.4,61.2,115.8,88.9,231.3,61,467,78.6,242.4,76.8,156.5,76.8,140.4,102.4,101.3,89.7,255.2,56.7
48,5,24,77.3,202,65.7,134.8,60.4,76.5,77,191.4,64.6,288.9,89.7,120.6,66.8,128.3,69.9,117.2,157.2,95.7,122.9,279.7,78.9
48,5,25,69.1,193,78.1,137.7,68.6,92.4,77.8,209.9,57.3,308.2,82.1,148.6,68.6,120.1,75.7,121.7,139.6,92.6,156.4,436.9,54.9
48,5,26,71,253.9,66.2,114.2,64.4,89.5,84.4,227.6,59.1,312.9,82.8,117.6,65.4,158.3,69.7,107.2,152,103.1,119.3,280.6,82.6
48,5,27,83.6,296.9,70.2,99.5,81.5,124,78.4,237.4,58.1,326.1,81.5,118.2,59.6,120.1,122.2,119.8,161,101.6,147.7,571.6,54.1
48,5,28,71.5,226,76.5,121.9,51.7,121.6,69.4,233.4,60.4,318.1,87.6,147.5,64.6,107.4,87.3,140.9,138,93.9,139.6,288,48.3
48,5,29,64.9,195.1,79.9,125.6,61,99.3,76.8,300.4,73.6,331.3,74.7,120.3,85.7,140.7,87.1,142.5,115.4,60.7,127.5,288.8,57.8
48,5,30,67.8,224.1,77,119.8,60.4,102.9,76.8,361.1,100.8,354.8,73.1,108.8,64.6,120.1,88.9,128.3,152.5,99.7,108.2,246,63.1
48,5,31,92.9,248.9,73.6,115.3,63.1,93.7,83.9,287,96,352.7,84.2,117.2,63.3,145.9,93.9,91,157.2,101.8,109.7,259.1,60.4
48,5,32,119.8,285.1,72.6,117.2,54.1,89.5,70.4,258.2,73.3,311,95.6,121.7,72.8,137.2,64.4,108,144.3,105.7,101.9,330.2,60.4
48,5,33,77.8,227.8,69.1,97.6,64.4,102.1,63.9,283.8,72.8,316.3,64.6,98.7,71.5,126.2,94.2,115.4,133,80.7,120.3,279.7,60.2
48,5,34,111.8,242.8,72.8,104,79.7,102.7,77.8,215.2,73.6,327.4,78.4,111.7,92.1,134.9,93.9,107.9,147,97.6,101.1,246,74.9
48,5,35,92.1,235.5,67.3,114.3,75.7,111.1,77.3,217.9,72.6,335.9,99.2,149.7,69.9,118,95.5,127.2,133.8,87.6,131.4,302.4,58.6
48,5,36,88.6,228.6,74.4,109,60.7,120.9,71.8,335.5,81,345.9,81,110.3,76.5,110.1,114,122.2,145.9,97.6,108.4,240.9,69.4
48,5,37,101,180.6,74.1,131.1,53.3,90.5,86,209.9,77,308.1,76.8,121.1,53.3,113.3,102.9,83.9,142.5,103.4,101.6,255.2,39.1
48,5,38,91,228.3,69.1,109.5,62.5,103.4,68.3,211.5,89.4,357.2,70.2,118.8,56.7,118.2,94.4,98.4,124.8,97,96.9,260.6,64.1
48,5,39,90.7,198.8,69.1,124.8,58.6,67.1,63.3,197.5,67.8,334.5,64.1,165.9,58.6,87.7,78.6,133,146.1,110.2,105.8,247.3,57.3
48,5,40,88.4,186.2,73.6,120.3,62.8,101.1,65.7,230.3,65.4,292.1,85.2,105.3,59.4,128.9,93.4,108.5,159.1,134.2,118.8,261.9,57.5
48,5,41,93.1,179.3,75.2,135.1,67.8,98.4,73.3,215.4,59.1,336.1,69.9,120.6,65.2,118,84.2,99,139.3,113.1,102.7,237.4,55.1
48,5,42,75.2,188,69.7,143.6,58.3,67.6,71,206.3,69.4,320.8,71.8,127.2,62.3,109.9,75.2,100.3,142.2,115.5,101.3,237.5,52.5
48,5,43,82,715.9,85.2,118.5,74.1,115.3,58.1,191.8,68.9,293.4,66.8,107.7,78.4,126.5,130.8,133.2,110.8,75.4,95.5,265.8,49.3
48,5,44,66.5,243.6,69.1,102.4,77,130.8,74.7,203.9,66.5,316.1,70.4,110.8,74.4,140.2,90.7,111.3,100,114.5,110,263.6,61.7
48,5,45,78.1,186.9,70.7,127.2,61.2,108.4,60.7,197.8,62.5,296.8,73.9,127.5,61.2,153.6,104.8,101.6,157.3,112.9,110.1,264.5,44.9
48,5,46,57.8,177.5,68.6,125.6,67.3,107.4,67.5,202.5,58.8,321.3,95,130.7,70.7,159.4,72.3,96.1,131.1,114.4,105.8,248.6,62.5
48,5,47,94.4,235.7,74.4,100,70.7,126.1,94.7,228.4,55.4,314.5,78.4,129.4,66.5,122.2,82.6,98.8,130.8,114.4,81.3,569.3,72.6
48,5,48,76.5,238.9,64.9,124,58.8,94.7,62.8,254.2,53.6,285.8,72.8,123.8,62.5,118.8,88.4,143.3,144,126.3,81.8,940.3,98.7
48,5,49,82.6,292.2,71,105.8,63.3,104.5,77,223.4,44.1,301.3,93.7,118,17.4,123.5,105.5,140.4,153,828.1,85.7,230.9,55.1
48,5,50,53.6,269.8,69.1,77.3,78.1,153,83.1,229.7,61.5,283.6,82.8,119,59.6,123,100,91.6,173.8,140.8,141.1,438.2,105.3
48,6,1,125.6,318.8,81.5,96.6,106.6,141.2,138,282.2,62.3,322.5,93.7,129.9,75.2,497.8,49.9,144.4,155.2,124.5,153.1,290.1,116.3
48,6,2,127.1,293.7,84.9,115.5,101,124.8,134,278,87.3,311.8,96.8,158.6,71.5,102.2,107.1,201.3,124,91.2,140.7,279,131.9
48,6,3,131.4,332,74.9,96.6,110,121.1,107.1,275.6,68.1,310,96.6,161.3,87.1,94.8,120.5,141.1,138.5,112.9,113.2,234.7,144
48,6,4,100.2,291.1,86.5,107.9,103.1,115.5,108.4,251.9,80.5,323.2,91.3,146,101,133.3,106.3,144.9,140.3,110.2,132.4,263.4,127.4
48,6,5,56.7,231.2,76.5,127.4,98.7,124.6,107.6,256.1,67.3,303.4,95.2,153.3,93.9,116.2,117.9,151.2,138.3,95.2,133.3,257.4,117.6
48,6,6,104.5,303.3,77,101.8,104.2,109,112.4,271.4,74.7,330.3,97.3,130.4,94.2,133.1,122.9,133.5,148.6,102.1,142.2,260.8,135.8
48,6,7,119.8,293.8,76.2,110.5,83.2,80.5,99.3,317.1,68.3,324.7,90.2,146.7,88.6,98.7,129.8,148.3,150.7,112.1,116.7,234,126.6
